Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
75,Basic Numbers,Ascending ↑,"Level 75","Sort 29 numbers ASC",29,"7 | 16 | 466 | 447 | 259 | 383 | 434 | 378 | 367 | 336 | 116 | 392 | 439 | 330 | 65 | 258 | 421 | 389 | 217 | 456 | 111 | 325 | 388 | 273 | 446 | 164 | 60 | 16 | 412","7 → 16 → 16 → 60 → 65 → 111 → 116 → 164 → 217 → 258 → 259 → 273 → 325 → 330 → 336 → 367 → 378 → 383 → 388 → 389 → 392 → 412 → 421 → 434 → 439 → 446 → 447 → 456 → 466","",""
76,Basic Numbers,Ascending ↑,"Level 76","Sort 29 numbers ASC",29,"166 | 449 | 25 | 85 | 175 | 47 | 348 | 180 | 265 | 372 | 195 | 459 | 150 | 466 | 171 | 95 | 364 | 192 | 296 | 331 | 395 | 226 | 156 | 425 | 96 | 68 | 61 | 103 | 327","25 → 47 → 61 → 68 → 85 → 95 → 96 → 103 → 150 → 156 → 166 → 171 → 175 → 180 → 192 → 195 → 226 → 265 → 296 → 327 → 331 → 348 → 364 → 372 → 395 → 425 → 449 → 459 → 466","",""
77,Basic Numbers,Descending ↓,"Level 77","Sort 29 numbers DESC",29,"304 | 114 | 104 | 261 | 362 | 213 | 457 | 308 | 45 | 244 | 281 | 226 | 391 | 1 | 228 | 328 | 292 | 107 | 339 | 331 | 426 | 460 | 95 | 194 | 416 | 262 | 212 | 334 | 131","460 → 457 → 426 → 416 → 391 → 362 → 339 → 334 → 331 → 328 → 308 → 304 → 292 → 281 → 262 → 261 → 244 → 228 → 226 → 213 → 212 → 194 → 131 → 114 → 107 → 104 → 95 → 45 → 1","",""
78,Basic Numbers,Descending ↓,"Level 78","Sort 30 numbers DESC",30,"397 | 410 | 39 | 477 | 173 | 199 | 231 | 34 | 81 | 104 | 453 | 262 | 85 | 87 | 384 | 241 | 158 | 269 | 280 | 475 | 262 | 409 | 114 | 19 | 270 | 456 | 46 | 408 | 112 | 371","477 → 475 → 456 → 453 → 410 → 409 → 408 → 397 → 384 → 371 → 280 → 270 → 269 → 262 → 262 → 241 → 231 → 199 → 173 → 158 → 114 → 112 → 104 → 87 → 85 → 81 → 46 → 39 → 34 → 19","",""
79,Basic Numbers,Ascending ↑,"Level 79","Sort 30 numbers ASC",30,"478 | 25 | 239 | 120 | 165 | 10 | 368 | 455 | 404 | 80 | 127 | 430 | 215 | 287 | 397 | 195 | 224 | 306 | 420 | 450 | 468 | 53 | 357 | 239 | 142 | 284 | 178 | 269 | 238 | 118","10 → 25 → 53 → 80 → 118 → 120 → 127 → 142 → 165 → 178 → 195 → 215 → 224 → 238 → 239 → 239 → 269 → 284 → 287 → 306 → 357 → 368 → 397 → 404 → 420 → 430 → 450 → 455 → 468 → 478","",""
80,Basic Numbers,Ascending ↑,"Level 80","Sort 30 numbers ASC",30,"326 | 264 | 322 | 134 | 49 | 137 | 324 | 443 | 479 | 445 | 158 | 440 | 305 | 259 | 92 | 140 | 282 | 15 | 452 | 432 | 261 | 314 | 49 | 90 | 394 | 197 | 309 | 387 | 155 | 491","15 → 49 → 49 → 90 → 92 → 134 → 137 → 140 → 155 → 158 → 197 → 259 → 261 → 264 → 282 → 305 → 309 → 314 → 322 → 324 → 326 → 387 → 394 → 432 → 440 → 443 → 445 → 452 → 479 → 491","",""
81,Basic Numbers,Descending ↓,"Level 81","Sort 30 numbers DESC",30,"120 | 178 | 125 | 352 | 58 | 414 | 31 | 367 | 305 | 314 | 227 | 169 | 435 | 41 | 272 | 206 | 147 | 320 | 148 | 251 | 47 | 304 | 131 | 112 | 136 | 279 | 20 | 318 | 225 | 58","435 → 414 → 367 → 352 → 320 → 318 → 314 → 305 → 304 → 279 → 272 → 251 → 227 → 225 → 206 → 178 → 169 → 148 → 147 → 136 → 131 → 125 → 120 → 112 → 58 → 58 → 47 → 41 → 31 → 20","",""
82,Basic Numbers,Descending ↓,"Level 82","Sort 30 numbers DESC",30,"494 | 485 | 245 | 37 | 370 | 195 | 6 | 137 | 446 | 480 | 24 | 199 | 458 | 449 | 167 | 362 | 150 | 197 | 243 | 37 | 258 | 238 | 443 | 346 | 375 | 450 | 487 | 238 | 484 | 220","494 → 487 → 485 → 484 → 480 → 458 → 450 → 449 → 446 → 443 → 375 → 370 → 362 → 346 → 258 → 245 → 243 → 238 → 238 → 220 → 199 → 197 → 195 → 167 → 150 → 137 → 37 → 37 → 24 → 6","",""
83,Basic Numbers,Descending ↓,"Level 83","Sort 31 numbers DESC",31,"273 | 412 | 385 | 436 | 475 | 146 | 173 | 179 | 202 | 228 | 183 | 507 | 191 | 149 | 489 | 415 | 465 | 193 | 106 | 475 | 72 | 34 | 140 | 295 | 149 | 497 | 391 | 5 | 269 | 314 | 410","507 → 497 → 489 → 475 → 475 → 465 → 436 → 415 → 412 → 410 → 391 → 385 → 314 → 295 → 273 → 269 → 228 → 202 → 193 → 191 → 183 → 179 → 173 → 149 → 149 → 146 → 140 → 106 → 72 → 34 → 5","",""
84,Basic Numbers,Ascending ↑,"Level 84","Sort 31 numbers ASC",31,"259 | 160 | 369 | 382 | 104 | 8 | 402 | 395 | 490 | 430 | 349 | 319 | 409 | 515 | 502 | 354 | 300 | 53 | 233 | 402 | 472 | 99 | 234 | 108 | 476 | 490 | 427 | 18 | 8 | 490 | 26","8 → 8 → 18 → 26 → 53 → 99 → 104 → 108 → 160 → 233 → 234 → 259 → 300 → 319 → 349 → 354 → 369 → 382 → 395 → 402 → 402 → 409 → 427 → 430 → 472 → 476 → 490 → 490 → 490 → 502 → 515","",""
85,Basic Numbers,Descending ↓,"Level 85","Sort 31 numbers DESC",31,"188 | 326 | 165 | 254 | 322 | 141 | 350 | 149 | 316 | 270 | 301 | 511 | 516 | 40 | 44 | 260 | 221 | 393 | 495 | 349 | 9 | 490 | 72 | 18 | 425 | 26 | 47 | 185 | 285 | 124 | 200","516 → 511 → 495 → 490 → 425 → 393 → 350 → 349 → 326 → 322 → 316 → 301 → 285 → 270 → 260 → 254 → 221 → 200 → 188 → 185 → 165 → 149 → 141 → 124 → 72 → 47 → 44 → 40 → 26 → 18 → 9","",""
86,Basic Numbers,Descending ↓,"Level 86","Sort 31 numbers DESC",31,"454 | 312 | 96 | 408 | 29 | 111 | 418 | 445 | 500 | 486 | 177 | 310 | 155 | 204 | 130 | 98 | 163 | 304 | 406 | 281 | 118 | 430 | 181 | 222 | 56 | 400 | 489 | 247 | 460 | 75 | 14","500 → 489 → 486 → 460 → 454 → 445 → 430 → 418 → 408 → 406 → 400 → 312 → 310 → 304 → 281 → 247 → 222 → 204 → 181 → 177 → 163 → 155 → 130 → 118 → 111 → 98 → 96 → 75 → 56 → 29 → 14","",""
87,Basic Numbers,Descending ↓,"Level 87","Sort 31 numbers DESC",31,"190 | 385 | 293 | 210 | 528 | 262 | 49 | 286 | 104 | 361 | 108 | 313 | 104 | 253 | 503 | 35 | 191 | 305 | 261 | 66 | 491 | 403 | 260 | 70 | 284 | 416 | 2 | 120 | 118 | 229 | 204","528 → 503 → 491 → 416 → 403 → 385 → 361 → 313 → 305 → 293 → 286 → 284 → 262 → 261 → 260 → 253 → 229 → 210 → 204 → 191 → 190 → 120 → 118 → 108 → 104 → 104 → 70 → 66 → 49 → 35 → 2","",""
88,Basic Numbers,Ascending ↑,"Level 88","Sort 32 numbers ASC",32,"12 | 512 | 416 | 62 | 94 | 313 | 328 | 205 | 135 | 464 | 288 | 523 | 204 | 465 | 267 | 212 | 319 | 61 | 322 | 278 | 224 | 488 | 5 | 43 | 453 | 1 | 457 | 422 | 1 | 518 | 398 | 238","1 → 1 → 5 → 12 → 43 → 61 → 62 → 94 → 135 → 204 → 205 → 212 → 224 → 238 → 267 → 278 → 288 → 313 → 319 → 322 → 328 → 398 → 416 → 422 → 453 → 457 → 464 → 465 → 488 → 512 → 518 → 523","",""
89,Basic Numbers,Ascending ↑,"Level 89","Sort 32 numbers ASC",32,"164 | 28 | 496 | 38 | 47 | 236 | 506 | 441 | 163 | 305 | 225 | 464 | 259 | 435 | 74 | 83 | 98 | 182 | 296 | 62 | 379 | 223 | 442 | 25 | 486 | 242 | 218 | 382 | 408 | 406 | 278 | 443","25 → 28 → 38 → 47 → 62 → 74 → 83 → 98 → 163 → 164 → 182 → 218 → 223 → 225 → 236 → 242 → 259 → 278 → 296 → 305 → 379 → 382 → 406 → 408 → 435 → 441 → 442 → 443 → 464 → 486 → 496 → 506","",""
90,Basic Numbers,Descending ↓,"Level 90","Sort 32 numbers DESC",32,"168 | 85 | 98 | 87 | 507 | 17 | 205 | 245 | 422 | 273 | 232 | 396 | 31 | 504 | 70 | 414 | 173 | 443 | 37 | 168 | 473 | 533 | 386 | 246 | 139 | 356 | 529 | 53 | 98 | 371 | 360 | 513","533 → 529 → 513 → 507 → 504 → 473 → 443 → 422 → 414 → 396 → 386 → 371 → 360 → 356 → 273 → 246 → 245 → 232 → 205 → 173 → 168 → 168 → 139 → 98 → 98 → 87 → 85 → 70 → 53 → 37 → 31 → 17","",""
91,Basic Numbers,Descending ↓,"Level 91","Sort 32 numbers DESC",32,"488 | 139 | 547 | 418 | 105 | 41 | 516 | 270 | 535 | 5 | 52 | 350 | 452 | 357 | 445 | 218 | 248 | 363 | 440 | 359 | 199 | 387 | 273 | 4 | 170 | 379 | 132 | 68 | 360 | 254 | 105 | 463","547 → 535 → 516 → 488 → 463 → 452 → 445 → 440 → 418 → 387 → 379 → 363 → 360 → 359 → 357 → 350 → 273 → 270 → 254 → 248 → 218 → 199 → 170 → 139 → 132 → 105 → 105 → 68 → 52 → 41 → 5 → 4","",""
92,Basic Numbers,Descending ↓,"Level 92","Sort 32 numbers DESC",32,"427 | 476 | 543 | 88 | 257 | 312 | 428 | 12 | 88 | 324 | 207 | 335 | 420 | 519 | 188 | 182 | 465 | 459 | 179 | 549 | 114 | 149 | 72 | 167 | 16 | 263 | 497 | 262 | 518 | 462 | 164 | 319","549 → 543 → 519 → 518 → 497 → 476 → 465 → 462 → 459 → 428 → 427 → 420 → 335 → 324 → 319 → 312 → 263 → 262 → 257 → 207 → 188 → 182 → 179 → 167 → 164 → 149 → 114 → 88 → 88 → 72 → 16 → 12","",""
93,Basic Numbers,Ascending ↑,"Level 93","Sort 33 numbers ASC",33,"460 | 390 | 529 | 117 | 311 | 84 | 446 | 504 | 273 | 535 | 360 | 561 | 222 | 531 | 205 | 212 | 540 | 176 | 316 | 57 | 134 | 114 | 25 | 490 | 239 | 534 | 201 | 147 | 510 | 225 | 367 | 281 | 176","25 → 57 → 84 → 114 → 117 → 134 → 147 → 176 → 176 → 201 → 205 → 212 → 222 → 225 → 239 → 273 → 281 → 311 → 316 → 360 → 367 → 390 → 446 → 460 → 490 → 504 → 510 → 529 → 531 → 534 → 535 → 540 → 561","",""
94,Basic Numbers,Ascending ↑,"Level 94","Sort 33 numbers ASC",33,"357 | 416 | 389 | 152 | 157 | 510 | 72 | 421 | 515 | 9 | 217 | 474 | 8 | 468 | 421 | 148 | 216 | 276 | 511 | 420 | 319 | 74 | 294 | 408 | 324 | 432 | 370 | 351 | 178 | 116 | 345 | 520 | 469","8 → 9 → 72 → 74 → 116 → 148 → 152 → 157 → 178 → 216 → 217 → 276 → 294 → 319 → 324 → 345 → 351 → 357 → 370 → 389 → 408 → 416 → 420 → 421 → 421 → 432 → 468 → 469 → 474 → 510 → 511 → 515 → 520","",""
95,Basic Numbers,Ascending ↑,"Level 95","Sort 33 numbers ASC",33,"454 | 540 | 122 | 338 | 563 | 250 | 371 | 52 | 320 | 318 | 162 | 76 | 287 | 84 | 235 | 342 | 334 | 332 | 315 | 3 | 381 | 171 | 260 | 344 | 399 | 55 | 537 | 140 | 111 | 221 | 371 | 428 | 342","3 → 52 → 55 → 76 → 84 → 111 → 122 → 140 → 162 → 171 → 221 → 235 → 250 → 260 → 287 → 315 → 318 → 320 → 332 → 334 → 338 → 342 → 342 → 344 → 371 → 371 → 381 → 399 → 428 → 454 → 537 → 540 → 563","",""
96,Basic Numbers,Descending ↓,"Level 96","Sort 33 numbers DESC",33,"357 | 255 | 225 | 163 | 431 | 285 | 161 | 444 | 183 | 79 | 104 | 219 | 568 | 74 | 252 | 423 | 240 | 465 | 220 | 125 | 65 | 52 | 251 | 242 | 202 | 228 | 533 | 227 | 175 | 512 | 69 | 565 | 133","568 → 565 → 533 → 512 → 465 → 444 → 431 → 423 → 357 → 285 → 255 → 252 → 251 → 242 → 240 → 228 → 227 → 225 → 220 → 219 → 202 → 183 → 175 → 163 → 161 → 133 → 125 → 104 → 79 → 74 → 69 → 65 → 52","",""
97,Basic Numbers,Descending ↓,"Level 97","Sort 33 numbers DESC",33,"330 | 495 | 378 | 57 | 111 | 15 | 338 | 459 | 42 | 530 | 224 | 227 | 433 | 254 | 128 | 119 | 101 | 417 | 23 | 310 | 82 | 110 | 317 | 452 | 481 | 96 | 203 | 561 | 111 | 46 | 6 | 76 | 548","561 → 548 → 530 → 495 → 481 → 459 → 452 → 433 → 417 → 378 → 338 → 330 → 317 → 310 → 254 → 227 → 224 → 203 → 128 → 119 → 111 → 111 → 110 → 101 → 96 → 82 → 76 → 57 → 46 → 42 → 23 → 15 → 6","",""
98,Basic Numbers,Ascending ↑,"Level 98","Sort 34 numbers ASC",34,"104 | 11 | 32 | 356 | 574 | 297 | 132 | 441 | 350 | 332 | 168 | 536 | 227 | 10 | 209 | 43 | 28 | 251 | 465 | 182 | 441 | 281 | 387 | 84 | 453 | 399 | 319 | 145 | 172 | 207 | 139 | 59 | 399 | 10","10 → 10 → 11 → 28 → 32 → 43 → 59 → 84 → 104 → 132 → 139 → 145 → 168 → 172 → 182 → 207 → 209 → 227 → 251 → 281 → 297 → 319 → 332 → 350 → 356 → 387 → 399 → 399 → 441 → 441 → 453 → 465 → 536 → 574","",""
99,Basic Numbers,Descending ↓,"Level 99","Sort 34 numbers DESC",34,"457 | 594 | 406 | 366 | 375 | 15 | 218 | 165 | 482 | 318 | 463 | 169 | 564 | 59 | 525 | 129 | 294 | 179 | 90 | 558 | 433 | 460 | 146 | 398 | 595 | 205 | 265 | 495 | 576 | 249 | 198 | 584 | 174 | 384","595 → 594 → 584 → 576 → 564 → 558 → 525 → 495 → 482 → 463 → 460 → 457 → 433 → 406 → 398 → 384 → 375 → 366 → 318 → 294 → 265 → 249 → 218 → 205 → 198 → 179 → 174 → 169 → 165 → 146 → 129 → 90 → 59 → 15","",""
100,Basic Numbers,Ascending ↑,"Level 100","Sort 34 numbers ASC",34,"575 | 380 | 81 | 232 | 102 | 192 | 174 | 14 | 428 | 190 | 141 | 515 | 595 | 489 | 119 | 442 | 294 | 344 | 183 | 481 | 194 | 520 | 504 | 255 | 74 | 30 | 555 | 317 | 287 | 254 | 589 | 277 | 29 | 32","14 → 29 → 30 → 32 → 74 → 81 → 102 → 119 → 141 → 174 → 183 → 190 → 192 → 194 → 232 → 254 → 255 → 277 → 287 → 294 → 317 → 344 → 380 → 428 → 442 → 481 → 489 → 504 → 515 → 520 → 555 → 575 → 589 → 595","",""
101,Basic Numbers,Descending ↓,"Level 101","Sort 34 numbers DESC",34,"523 | 407 | 233 | 498 | 3 | 372 | 262 | 328 | 594 | 266 | 491 | 443 | 242 | 586 | 189 | 340 | 394 | 312 | 246 | 377 | 54 | 41 | 124 | 100 | 506 | 57 | 438 | 157 | 30 | 186 | 5 | 512 | 475 | 249","594 → 586 → 523 → 512 → 506 → 498 → 491 → 475 → 443 → 438 → 407 → 394 → 377 → 372 → 340 → 328 → 312 → 266 → 262 → 249 → 246 → 242 → 233 → 189 → 186 → 157 → 124 → 100 → 57 → 54 → 41 → 30 → 5 → 3","",""
102,Basic Numbers,Ascending ↑,"Level 102","Sort 34 numbers ASC",34,"268 | 491 | 208 | 431 | 345 | 8 | 610 | 140 | 211 | 217 | 188 | 233 | 250 | 389 | 555 | 93 | 47 | 114 | 204 | 21 | 315 | 61 | 300 | 447 | 63 | 515 | 447 | 33 | 93 | 26 | 261 | 565 | 381 | 460","8 → 21 → 26 → 33 → 47 → 61 → 63 → 93 → 93 → 114 → 140 → 188 → 204 → 208 → 211 → 217 → 233 → 250 → 261 → 268 → 300 → 315 → 345 → 381 → 389 → 431 → 447 → 447 → 460 → 491 → 515 → 555 → 565 → 610","",""
103,Basic Numbers,Descending ↓,"Level 103","Sort 35 numbers DESC",35,"158 | 191 | 217 | 290 | 547 | 28 | 434 | 19 | 287 | 428 | 609 | 38 | 109 | 389 | 348 | 13 | 150 | 313 | 287 | 69 | 558 | 339 | 364 | 534 | 28 | 211 | 459 | 572 | 302 | 125 | 429 | 230 | 570 | 374 | 436","609 → 572 → 570 → 558 → 547 → 534 → 459 → 436 → 434 → 429 → 428 → 389 → 374 → 364 → 348 → 339 → 313 → 302 → 290 → 287 → 287 → 230 → 217 → 211 → 191 → 158 → 150 → 125 → 109 → 69 → 38 → 28 → 28 → 19 → 13","",""
104,Basic Numbers,Ascending ↑,"Level 104","Sort 35 numbers ASC",35,"25 | 301 | 582 | 162 | 458 | 171 | 87 | 459 | 541 | 393 | 238 | 195 | 606 | 297 | 502 | 48 | 39 | 164 | 476 | 618 | 160 | 473 | 298 | 182 | 424 | 379 | 118 | 140 | 4 | 542 | 31 | 122 | 392 | 174 | 255","4 → 25 → 31 → 39 → 48 → 87 → 118 → 122 → 140 → 160 → 162 → 164 → 171 → 174 → 182 → 195 → 238 → 255 → 297 → 298 → 301 → 379 → 392 → 393 → 424 → 458 → 459 → 473 → 476 → 502 → 541 → 542 → 582 → 606 → 618","",""
105,Basic Numbers,Ascending ↑,"Level 105","Sort 35 numbers ASC",35,"53 | 473 | 138 | 559 | 28 | 1 | 575 | 66 | 599 | 204 | 287 | 475 | 395 | 608 | 605 | 454 | 424 | 422 | 205 | 317 | 370 | 447 | 325 | 544 | 448 | 334 | 388 | 398 | 159 | 20 | 553 | 250 | 582 | 549 | 138","1 → 20 → 28 → 53 → 66 → 138 → 138 → 159 → 204 → 205 → 250 → 287 → 317 → 325 → 334 → 370 → 388 → 395 → 398 → 422 → 424 → 447 → 448 → 454 → 473 → 475 → 544 → 549 → 553 → 559 → 575 → 582 → 599 → 605 → 608","",""
106,Basic Numbers,Descending ↓,"Level 106","Sort 35 numbers DESC",35,"65 | 164 | 566 | 113 | 228 | 198 | 15 | 100 | 4 | 66 | 156 | 513 | 278 | 312 | 557 | 163 | 155 | 166 | 323 | 262 | 509 | 75 | 167 | 407 | 468 | 487 | 131 | 33 | 187 | 300 | 3 | 408 | 558 | 61 | 253","566 → 558 → 557 → 513 → 509 → 487 → 468 → 408 → 407 → 323 → 312 → 300 → 278 → 262 → 253 → 228 → 198 → 187 → 167 → 166 → 164 → 163 → 156 → 155 → 131 → 113 → 100 → 75 → 66 → 65 → 61 → 33 → 15 → 4 → 3","",""
107,Basic Numbers,Descending ↓,"Level 107","Sort 35 numbers DESC",35,"6 | 412 | 418 | 194 | 32 | 633 | 391 | 295 | 590 | 262 | 138 | 567 | 47 | 115 | 7 | 538 | 626 | 513 | 28 | 132 | 427 | 375 | 403 | 463 | 541 | 262 | 286 | 21 | 366 | 333 | 360 | 307 | 624 | 510 | 478","633 → 626 → 624 → 590 → 567 → 541 → 538 → 513 → 510 → 478 → 463 → 427 → 418 → 412 → 403 → 391 → 375 → 366 → 360 → 333 → 307 → 295 → 286 → 262 → 262 → 194 → 138 → 132 → 115 → 47 → 32 → 28 → 21 → 7 → 6","",""
108,Formatted Numbers,Ascending ↑,"Level 108","Sort 3 fractions ASC",3,"6/3 | 16/4 | 14/1","6/3 → 16/4 → 14/1","",""
109,Formatted Numbers,Ascending ↑,"Level 109","Sort 4 fractions ASC",4,"6/1 | 18/6 | 25/2 | 27/6","18/6 → 27/6 → 6/1 → 25/2","",""
110,Formatted Numbers,Descending ↓,"Level 110","Sort 5 fractions DESC",5,"21/11 | 22/12 | 23/6 | 19/2 | 14/14","19/2 → 23/6 → 21/11 → 22/12 → 14/14","",""
111,Formatted Numbers,Ascending ↑,"Level 111","Sort 6 fractions ASC",6,"10/11 | 14/8 | 22/12 | 28/3 | 26/2 | 20/5","10/11 → 14/8 → 22/12 → 20/5 → 28/3 → 26/2","",""
112,Formatted Numbers,Ascending ↑,"Level 112","Sort 7 fractions ASC",7,"1/4 | 1/9 | 13/3 | 18/2 | 8/5 | 1/6 | 6/9","1/9 → 1/6 → 1/4 → 6/9 → 8/5 → 13/3 → 18/2","",""
113,Formatted Numbers,Ascending ↑,"Level 113","Sort 8 fractions ASC",8,"10/7 | 16/10 | 12/9 | 12/6 | 11/7 | 9/15 | 5/15 | 14/10","5/15 → 9/15 → 12/9 → 14/10 → 10/7 → 11/7 → 16/10 → 12/6","",""
114,Formatted Numbers,Descending ↓,"Level 114","Sort 9 fractions DESC",9,"16/5 | 18/15 | 19/3 | 25/11 | 28/13 | 3/1 | 7/1 | 20/3 | 26/3","26/3 → 7/1 → 20/3 → 19/3 → 16/5 → 3/1 → 25/11 → 28/13 → 18/15","",""
115,Formatted Numbers,Descending ↓,"Level 115","Sort 10 fractions DESC",10,"27/2 | 18/3 | 14/11 | 7/15 | 28/6 | 24/1 | 1/9 | 12/14 | 19/6 | 29/15","24/1 → 27/2 → 18/3 → 28/6 → 19/6 → 29/15 → 14/11 → 12/14 → 7/15 → 1/9","",""
116,Formatted Numbers,Ascending ↑,"Level 116","Sort 10 fractions ASC",10,"6/10 | 24/11 | 9/14 | 17/12 | 3/11 | 12/13 | 4/15 | 19/5 | 19/8 | 26/10","4/15 → 3/11 → 6/10 → 9/14 → 12/13 → 17/12 → 24/11 → 19/8 → 26/10 → 19/5","",""
117,Formatted Numbers,Ascending ↑,"Level 117","Sort 10 fractions ASC",10,"20/1 | 3/3 | 9/12 | 29/10 | 20/5 | 28/6 | 13/8 | 25/5 | 26/14 | 15/13","9/12 → 3/3 → 15/13 → 13/8 → 26/14 → 29/10 → 20/5 → 28/6 → 25/5 → 20/1","",""
118,Formatted Numbers,Descending ↓,"Level 118","Sort 11 fractions DESC",11,"3/6 | 18/1 | 24/5 | 21/2 | 28/1 | 17/10 | 2/15 | 14/4 | 16/13 | 19/9 | 20/15","28/1 → 18/1 → 21/2 → 24/5 → 14/4 → 19/9 → 17/10 → 20/15 → 16/13 → 3/6 → 2/15","",""
119,Formatted Numbers,Ascending ↑,"Level 119","Sort 11 fractions ASC",11,"21/2 | 10/2 | 22/2 | 16/10 | 19/5 | 6/14 | 19/9 | 6/7 | 22/14 | 2/12 | 8/12","2/12 → 6/14 → 8/12 → 6/7 → 22/14 → 16/10 → 19/9 → 19/5 → 10/2 → 21/2 → 22/2","",""
120,Formatted Numbers,Descending ↓,"Level 120","Sort 11 fractions DESC",11,"2/14 | 19/10 | 25/9 | 25/10 | 16/4 | 6/15 | 15/1 | 11/12 | 9/4 | 4/13 | 22/1","22/1 → 15/1 → 16/4 → 25/9 → 25/10 → 9/4 → 19/10 → 11/12 → 6/15 → 4/13 → 2/14","",""
121,Formatted Numbers,Descending ↓,"Level 121","Sort 12 fractions DESC",12,"15/3 | 23/1 | 27/14 | 13/12 | 2/8 | 1/8 | 11/12 | 20/13 | 10/11 | 14/3 | 2/12 | 20/2","23/1 → 20/2 → 15/3 → 14/3 → 27/14 → 20/13 → 13/12 → 11/12 → 10/11 → 2/8 → 2/12 → 1/8","",""
122,Formatted Numbers,Ascending ↑,"Level 122","Sort 12 fractions ASC",12,"29/3 | 11/4 | 25/12 | 1/8 | 2/14 | 10/3 | 13/6 | 10/7 | 1/4 | 20/8 | 30/6 | 7/8","1/8 → 2/14 → 1/4 → 7/8 → 10/7 → 25/12 → 13/6 → 20/8 → 11/4 → 10/3 → 30/6 → 29/3","",""
123,Formatted Numbers,Ascending ↑,"Level 123","Sort 12 fractions ASC",12,"30/6 | 17/7 | 9/9 | 27/5 | 7/10 | 8/11 | 17/9 | 11/14 | 11/7 | 1/12 | 3/15 | 5/2","1/12 → 3/15 → 7/10 → 8/11 → 11/14 → 9/9 → 11/7 → 17/9 → 17/7 → 5/2 → 30/6 → 27/5","",""
124,Formatted Numbers,Ascending ↑,"Level 124","Sort 13 fractions ASC",13,"24/11 | 3/7 | 23/12 | 28/2 | 5/5 | 11/15 | 12/2 | 16/11 | 25/10 | 29/13 | 4/7 | 2/11 | 7/9","2/11 → 3/7 → 4/7 → 11/15 → 7/9 → 5/5 → 16/11 → 23/12 → 24/11 → 29/13 → 25/10 → 12/2 → 28/2","",""
125,Formatted Numbers,Descending ↓,"Level 125","Sort 13 fractions DESC",13,"9/4 | 9/15 | 25/1 | 29/7 | 13/9 | 4/15 | 30/15 | 23/5 | 7/13 | 17/10 | 8/1 | 19/5 | 23/9","25/1 → 8/1 → 23/5 → 29/7 → 19/5 → 23/9 → 9/4 → 30/15 → 17/10 → 13/9 → 9/15 → 7/13 → 4/15","",""
126,Formatted Numbers,Ascending ↑,"Level 126","Sort 13 fractions ASC",13,"19/1 | 4/7 | 28/2 | 11/12 | 9/9 | 4/8 | 25/8 | 18/4 | 15/11 | 20/6 | 11/10 | 11/5 | 5/8","4/8 → 4/7 → 5/8 → 11/12 → 9/9 → 11/10 → 15/11 → 11/5 → 25/8 → 20/6 → 18/4 → 28/2 → 19/1","",""
127,Formatted Numbers,Descending ↓,"Level 127","Sort 14 fractions DESC",14,"5/2 | 12/13 | 21/1 | 6/7 | 4/14 | 8/5 | 21/2 | 15/8 | 29/2 | 25/5 | 15/15 | 27/4 | 13/9 | 7/11","21/1 → 29/2 → 21/2 → 27/4 → 25/5 → 5/2 → 15/8 → 8/5 → 13/9 → 15/15 → 12/13 → 6/7 → 7/11 → 4/14","",""
